!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,,Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,"Transpiration, cumulative from planting to harvest","Evaporation,soil, cumulative from planting to harvest"
!,text,text,text,text,text,number,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,RUN#,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCP_S,ESCP_S
*,,"NIORO021_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-04,2007-07-04,400,,2007-09-22,,,"",2,0,0,0,1400,,"","a664ae8f4e5266503f77872004d731e5d531bdec234f792df372c05fd499ce25","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","616","1705","2007-08-14","2007-09-11","2007-09-11","0.5","365.4","252.8","19","2","",""
*,,"NIORO022_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-09,2007-07-09,200,,2007-09-27,,,"",2,40,0,0,,,"","7edd1967a7fc1b6f267f28b8992d49c598428ecf6fae4451ffb53fefa223d3fc","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","610","1749","2007-08-19","2007-09-16","2007-09-16","0.5","375.5","272.3","20","1","",""
*,,"NIORO023_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-04,2007-07-04,900,,2007-09-22,,,"",2,0,0,0,3333,,"","6e3d4f5beac26200756c16b64d73112879ce2aa3483ff901b0f9dea0fa7f0109","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","619","1715","2007-08-14","2007-09-11","2007-09-11","0.5","365.4","249.9","19","2","",""
*,,"NIORO024_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-11,2007-07-11,200,,2007-09-29,,,"",2,0,0,0,333,,"","b971bddfa538b2f6a540027e1b1f3732740b2b2c11d9207b2aed2c9ab5e8b58c","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","529","1696","2007-08-22","2007-09-20","2007-09-20","0.5","387.2","285.4","21","2","",""
*,,"NIORO025_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-23,2007-07-23,25,,2007-10-11,,,"",2,0,0,0,,,"","7170542e5b0b22766d96a375f01ba9be6d5b44e32beea36ea489d9f846e0966b","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","535","1722","2007-09-04","2007-10-02","2007-10-02","0.5","374.0","293.2","20","2","",""
*,,"NIORO026_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-12,2007-07-12,375,,2007-09-30,,,"",2,0,0,0,,,"","1ccf6b956a686cfa42779e0cc58e7f226d6c3be132dd17037fc618506c44ef72","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","524","1684","2007-08-23","2007-09-21","2007-09-21","0.5","406.1","291.6","20","1","",""
*,,"NIORO027_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-20,2007-07-20,250,,2007-10-08,,,"",2,38,0,0,,,"","f8050daed00bfd78254eb2686b84cbb6015a64472846d53b93877b5821c3b663","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","513","1655","2007-09-01","2007-09-29","2007-09-29","0.5","372.0","295.2","19","2","",""
*,,"NIORO028_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-21,2007-07-21,320,,2007-10-09,,,"",2,0,0,0,2500,,"","47b8c7fba006c5a3a9fcef6e1aef9f712cf9a7e01da25e4be25d54902060a36a","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","508","1684","2007-09-02","2007-09-30","2007-09-30","0.5","370.8","292.1","20","3","",""
*,,"NIORO029_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-05,2007-07-05,1000,,2007-09-23,,,"",2,0,0,0,,,"","865af6e5692c0466a9e2144b0a75f90bebb22daaac3c6490e0345347e081b077","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","622","1728","2007-08-15","2007-09-12","2007-09-12","0.5","363.0","262.2","20","1","",""
*,,"NIORO030_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-10,2007-07-10,200,,2007-09-28,,,"",2,0,0,0,,,"","fcd0a5792d715c56f44105d702956d83a1201b1f1a593ff8cb4866dfecf03b98","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","555","1667","2007-08-19","2007-09-17","2007-09-17","0.5","375.5","277.7","19","1","",""
*,,"NIORO031_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-13,2007-07-13,100,,2007-10-01,,,"",2,0,0,0,,,"","62de57450d372b9f6b935c3157ec9393ad43947b71fd9ce8ac78d2106cb905ca","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","507","1645","2007-08-24","2007-09-22","2007-09-22","0.5","406.1","297.0","20","1","",""
*,,"NIORO032_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-19,2007-07-19,250,,2007-10-07,,,"",2,0,0,0,,,"","52f8a812e3ac6f3059966ad15d9a4f809d318b8d08276148fd0fbd0ddace9832","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","506","1694","2007-08-30","2007-09-28","2007-09-28","0.5","379.5","306.3","19","2","",""
*,,"NIORO033_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-02,2007-07-02,1500,,2007-09-20,,,"",2,46,0,0,,,"","3b6e7801e4f6a17d89f9022eb3994dc4eac5ada88712dd48a96d4033346fb0a0","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","610","1734","2007-08-12","2007-09-10","2007-09-10","0.5","363.0","249.3","20","1","",""
*,,"NIORO034_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-11,2007-07-11,200,,2007-09-29,,,"",2,4,0,0,,,"","f56a804a56b626b0d221decab9604741345cede5a7e91a4b86ece1d341a3edb4","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","535","1704","2007-08-22","2007-09-20","2007-09-20","0.5","387.2","285.5","21","2","",""
*,,"NIORO035_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-10,2007-07-10,333,,2007-09-28,,,"",2,26,0,0,,,"","67d899cf747b1e2e2f86f4b661711d6e62052c654731b7cf5ede8fa8fa825910","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","561","1671","2007-08-19","2007-09-17","2007-09-17","0.5","375.5","266.8","19","2","",""
*,,"NIORO036_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-22,2007-07-22,400,,2007-10-10,,,"",2,0,0,0,,,"","6d24ca7ee0e372fd0aeb9940a36b3478c36640eb99de513c702c5c5248d39c80","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","526","1709","2007-09-03","2007-10-01","2007-10-01","0.5","370.8","296.9","20","2","",""
*,,"NIORO037_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-03,2007-07-03,50,,2007-09-21,,,"",2,26,0,0,,,"","032c9c4184a878e6295b20cb58a51212b14163752f58797d37c97553342fd5bc","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","622","1734","2007-08-13","2007-09-11","2007-09-11","0.5","365.4","255.0","20","1","",""
*,,"NIORO038_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-08,2007-07-08,600,,2007-09-26,,,"",2,8,0,0,,,"","634ce12f308b823bd1162a6804a398d6930b12f68b5c2c7c88704dbeee0d80a5","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","622","1772","2007-08-18","2007-09-15","2007-09-15","0.5","375.5","275.0","20","1","",""
*,,"NIORO039_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-12,2007-07-12,600,,2007-09-30,,,"",2,28,0,0,,,"","d5f2f5f2dae346c259ced8f1dd6f1728c24731cd758da00d0a95304be223b672","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","532","1686","2007-08-23","2007-09-21","2007-09-21","0.5","406.1","283.7","20","2","",""
*,,"NIORO040_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-13,2007-07-13,1073,,2007-10-01,,,"",2,18,0,0,,,"","e164c344a2dc6ad3de55e34a2bf6b576512ece434c9242343dda768fa85677f8","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","520","1661","2007-08-24","2007-09-22","2007-09-22","0.5","406.1","289.4","20","2","",""
*,,"NIORO041_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-21,2007-07-21,260,,2007-10-09,,,"",2,34,0,0,,,"","d7840e383f214c06ea88d7b450f3e21583ce43089e120c110e026b65799b0ec6","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","500","1644","2007-09-02","2007-09-30","2007-09-30","0.5","370.8","291.8","20","2","",""
*,,"NIORO042_1","NIORO------SOIL2","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-15,2007-07-15,125,,2007-10-03,,,"",2,0,0,0,,,"","90cfeaaf10c274bc8ed5122da25df1e97a297bf5a527e2254673d5cb21a13001","1ff80dc567f9b9c7866429cf7f0bb7e0f635634c5550395df0b743ee59528561","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","456","1632","2007-08-26","2007-09-24","2007-09-24","0.5","409.1","302.6","20","2","",""
*,,"NIORO043_1","NIORO------SOIL3","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NDIB,ITSN840056,13.7331,-15.6373,"Maize",IF0021,"TZEEY-SRBC5",2007-05-30,2007-06-29,300,,2007-09-17,,,"",2,28,0,0,,,"","66d79934350228a1ea00b60c0630380e568fab2c91c415b2a97358832bea6a62","9241b0aa8ec210b2e2b1064bd9e700bcc2e620cee3b8b65a2c1b7800853619ee","3ad0a8b1286a0beb7774e0c688930521fa2d64916868a1d858373df75a80ad74","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","598","1612","2007-08-09","2007-09-07","2007-09-07","0.4","335.0","224.6","19","4","",""
*,,"NIORO044_1","NIORO------SOIL3","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NDIB,ITSN840056,13.7331,-15.6373,"Maize",IF0021,"TZEEY-SRBC5",2007-06-18,2007-07-18,395,,2007-10-06,,,"",2,0,0,0,,,"","7308cbfd0d0a6bd6aa6effcecdde98342f3b30569c5e6b0cc8d3bf2b8eb300ee","9241b0aa8ec210b2e2b1064bd9e700bcc2e620cee3b8b65a2c1b7800853619ee","3ad0a8b1286a0beb7774e0c688930521fa2d64916868a1d858373df75a80ad74","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","332","1190","2007-08-30","2007-09-26","2007-09-26","0.3","417.0","279.5","14","5","",""
*,,"NIORO045_1","NIORO------SOIL3","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NDIB,ITSN840056,13.7331,-15.6373,"Maize",IF0021,"TZEEY-SRBC5",2007-06-10,2007-07-10,1000,,2007-09-28,,,"",2,0,0,0,,,"","45d02a5bde56d2833860ede6bd026ca3fc5c22180004812e699263d2da975cc8","9241b0aa8ec210b2e2b1064bd9e700bcc2e620cee3b8b65a2c1b7800853619ee","3ad0a8b1286a0beb7774e0c688930521fa2d64916868a1d858373df75a80ad74","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","415","1254","2007-08-20","2007-09-17","2007-09-17","0.3","367.5","251.6","14","4","",""
*,,"NIORO046_1","NIORO------SOIL3","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NDIB,ITSN840056,13.7331,-15.6373,"Maize",IF0021,"TZEEY-SRBC5",2007-05-30,2007-06-29,500,,2007-09-17,,,"",2,48,0,0,,,"","38840e17accb67de8c62df6f0cf01ba127f53ed48b3e1a27e883869071b7c8ed","9241b0aa8ec210b2e2b1064bd9e700bcc2e620cee3b8b65a2c1b7800853619ee","3ad0a8b1286a0beb7774e0c688930521fa2d64916868a1d858373df75a80ad74","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","595","1599","2007-08-09","2007-09-07","2007-09-07","0.4","335.0","227.4","19","4","",""
*,,"NIORO047_1","NIORO------SOIL3","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NDIB,ITSN840056,13.7331,-15.6373,"Maize",IF0021,"TZEEY-SRBC5",2007-06-11,2007-07-11,200,,2007-09-29,,,"",2,0,0,0,,,"","dc9225620b7ebaef95e1dddbe23c2e6df739224d08aea6a861482fa77dffe96f","9241b0aa8ec210b2e2b1064bd9e700bcc2e620cee3b8b65a2c1b7800853619ee","3ad0a8b1286a0beb7774e0c688930521fa2d64916868a1d858373df75a80ad74","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","345","1216","2007-08-22","2007-09-20","2007-09-20","0.3","378.5","262.8","14","4","",""
*,,"NIORO048_1","NIORO------SOIL3","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NDIB,ITSN840056,13.7331,-15.6373,"Maize",IF0021,"TZEEY-SRBC5",2007-06-02,2007-07-02,1325,,2007-09-20,,,"",2,0,0,0,,,"","a9301802b39ac0f7001299833438f358de45b98c7e5b588dad7aa0abe049fd41","9241b0aa8ec210b2e2b1064bd9e700bcc2e620cee3b8b65a2c1b7800853619ee","3ad0a8b1286a0beb7774e0c688930521fa2d64916868a1d858373df75a80ad74","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","395","1200","2007-08-12","2007-09-10","2007-09-10","0.3","355.6","229.7","13","3","",""
*,,"NIORO049_1","NIORO------SOIL3","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NDIB,ITSN840056,13.7331,-15.6373,"Maize",IF0021,"TZEEY-SRBC5",2007-06-17,2007-07-17,380,,2007-10-05,,,"",2,32,0,0,,,"","703b1eb7d53ec3d3725e8ac6bc75beb1c54b0a2a903e2babdd39ef5e1688018b","9241b0aa8ec210b2e2b1064bd9e700bcc2e620cee3b8b65a2c1b7800853619ee","3ad0a8b1286a0beb7774e0c688930521fa2d64916868a1d858373df75a80ad74","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","459","1667","2007-08-28","2007-09-25","2007-09-25","0.5","417.0","277.9","20","5","",""
*,,"NIORO050_1","NIORO------SOIL1","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NGAY,ITSN840080,13.7042,-15.5114,"Maize",IF0021,"TZEEY-SRBC5",2007-06-15,2007-07-15,200,,2007-10-03,,,"",2,32,0,0,,,"","7b66a12c182e8144833a521d706dad42ebca1c9782b89dbc5b6e4b8bf922333b","67d39028d53fefc184f2d38c2b8ad122416b9ea64614ee68695a9c05aa90a20d","7801c3ac04ad9c7986bca2a78a714d3642bb41161ab4344b5451567d8075bd71","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","605","2264","2007-08-27","2007-09-24","2007-09-24","0.7","404.8","268.9","26","12","",""
*,,"NIORO051_1","NIORO------SOIL1","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NGAY,ITSN840080,13.7042,-15.5114,"Maize",IF0021,"TZEEY-SRBC5",2007-06-08,2007-07-08,200,,2007-09-26,,,"",2,126,0,0,,,"","299c634e9a7f5784d0c49562e593c5e3e97c091cb5c50863f15169a0e9af877f","67d39028d53fefc184f2d38c2b8ad122416b9ea64614ee68695a9c05aa90a20d","7801c3ac04ad9c7986bca2a78a714d3642bb41161ab4344b5451567d8075bd71","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","827","2414","2007-08-18","2007-09-15","2007-09-15","0.6","372.1","245.5","26","11","",""
*,,"NIORO052_1","NIORO------SOIL1","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NGAY,ITSN840080,13.7042,-15.5114,"Maize",IF0021,"TZEEY-SRBC5",2007-06-19,2007-07-19,1000,,2007-10-07,,,"",2,0,0,0,2200,,"","8e94be01995ad8a536ddc66c60bb4d6322166dfb76734e7ee58bf2593a9980e6","67d39028d53fefc184f2d38c2b8ad122416b9ea64614ee68695a9c05aa90a20d","7801c3ac04ad9c7986bca2a78a714d3642bb41161ab4344b5451567d8075bd71","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","678","2331","2007-08-31","2007-09-27","2007-09-27","0.6","375.5","269.1","26","17","",""
*,,"NIORO053_1","NIORO------SOIL1","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NGAY,ITSN840080,13.7042,-15.5114,"Maize",IF0021,"TZEEY-SRBC5",2007-06-09,2007-07-09,500,,2007-09-27,,,"",2,16,0,0,,,"","436ca4b11663bbc4532879c1a19bc9176afac53687dbfdebfc5faa17aaab9e50","67d39028d53fefc184f2d38c2b8ad122416b9ea64614ee68695a9c05aa90a20d","7801c3ac04ad9c7986bca2a78a714d3642bb41161ab4344b5451567d8075bd71","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","826","2411","2007-08-19","2007-09-16","2007-09-16","0.6","372.1","247.7","27","9","",""
*,,"NIORO054_1","NIORO------SOIL1","","",1,"","0XFX",1,"NIORO","",,,AgMIP,0,NGAY,ITSN840080,13.7042,-15.5114,"Maize",IF0021,"TZEEY-SRBC5",2007-06-20,2007-07-20,200,,2007-10-08,,,"",2,0,0,0,213,,"","77fdd8e668cfc7e52dc416b42cfe6a88d504fc7b800a6fb3761c58b96eab1a85","67d39028d53fefc184f2d38c2b8ad122416b9ea64614ee68695a9c05aa90a20d","7801c3ac04ad9c7986bca2a78a714d3642bb41161ab4344b5451567d8075bd71","","","",DSSAT,"DSSAT MZCER045 SCSM046.CTR     DSSAT Cropping System Model Ver. 4.5.1.023 -Stub","669","2267","2007-09-01","2007-09-29","2007-09-29","0.6","368.1","269.0","26","11","",""
